"Facity Name","id","Opening Date","Sector","Subdistrict","District","Province","District","Facility type","Ownership","LOCATION"
"Muzenga HP","1841","1/1/2017","Ndora","Kibilizi Sub District","Gisagara District","South","Gisagara District","Health Post","Public","-2.624762 29.79715"
"Mwendo (GASHORA) HP","1696","1/1/2017","Gashora","Nyamata Sub District","Bugesera District","East","Bugesera District","Health Post","Private","-2.248706 30.250758"
"Mwendo (Gitwe) CS","1319","2/18/2013","Mwendo","Gitwe Sub District","Ruhango District","South","Ruhango District","Health Center","Public",""
"Mwendo (karongi) CS","173","1/1/2011","Gashari","Kirinda Sub District","Karongi District","West","Karongi District","Health Center","Public","-2.1849 29.5104"
"Mwendo (nyarugenge) CS","9","1/1/2011","Kigali","Muhima Sub District","Nyarugenge District","Kigali City","Nyarugenge District","Health Center","Public","-1.9821 30.0163"
"Mwendo (ruhango) PS","650","1/1/2011","Mwendo","Gitwe Sub District","Ruhango District","South","Ruhango District","Health Post","Public","-2.163739 29.688659"
"Mwendo (RWANIRO) HP","1854","1/1/2017","Rwaniro","Kabutare Sub District","Huye District","South","Huye District","Health Post","Public","-2.415311 29.738164"
"Mwendo PS","1614","1/1/1970","Muko (Gicumbi  District)","Byumba Sub District","Gicumbi District","North","Gicumbi District","Health Post","",""
"Mweya CS","44","1/1/2011","Nyagisozi","Nyanza Sub District","Nyanza District","South","Nyanza District","Health Center","Agree","-2.3315 29.6426"
"Mwezi CS","266","1/1/2011","Karengera","Bushenge Sub District","Nyamasheke District","West","Nyamasheke District","Health Center","Agree","-2.5206 29.0304"
"MWITO HP","2020","1/1/2017","Bushenge","Bushenge Sub District","Nyamasheke District","West","Nyamasheke District","Health Post","Public","-2.401042 28.981677"
"Mwiyanike CS","215","1/1/2011","Karago","Shyira Sub District","Nyabihu District","West","Nyabihu District","Health Center","Public","-1.656 29.5118"
"Mwogo CS","452","1/1/2011","Mwogo","Nyamata Sub District","Bugesera District","East","Bugesera District","Health Center","Public","-2.084 30.1567"
"M�re du verbe CLIN","1133","1/1/1970","Remera","Kibagabaga Sub District","Gasabo District","Kigali City","Gasabo District","Medical Clinic","Private",""
"Nasho CS","428","1/1/2011","Mpanga","Kirehe Sub District","Kirehe District","East","Kirehe District","Health Center","Public","-2.1304 30.8517"
"National Blood Transfusion Cen","1329","1/1/1900","Nyarugenge","Muhima Sub District","Nyarugenge District","Kigali City","Nyarugenge District","Blood bank/Transfusion Center","","-1.956565 30.0621"
"National Reference Laboratory","1331","1/1/1900","Nyarugenge","Muhima Sub District","Nyarugenge District","Kigali City","Nyarugenge District","Laboratory/Diagnostic Center","","-1.956413 30.061615"
"Nations Unies Clin","1139","1/1/2000","Remera","Kibagabaga Sub District","Gasabo District","Kigali City","Gasabo District","Dispensary","Private","-1.9638688 30.105399"
"Nations Unies Clin","1139","1/1/2000","Remera","Kibagabaga Sub District","Gasabo District","Kigali City","Gasabo District","Medical Clinic","Private","-1.9638688 30.105399"
"Ndago HP","1748","1/1/2017","Rusarabuye","Butaro Sub District","Burera District","North","Burera District","Health Post","Private","-1.471671 29.812021"
"Ndama (nyagatare) CS","642","1/1/2011","KARANGAZI","Nyagatare Sub District","Nyagatare District","East","Nyagatare District","Health Center","Public","-1.41278 30.46962"
"Ndaro Fosacom","633","1/1/2011","NDARO","Muhororo Sub District","Ngororero District","West","Ngororero District","Community-owned health facility","Community","-1.858493 30.11685"
"Ndego CS","410","1/1/2011","Ndego","Rwinkwavu Sub District","Kayonza District","East","Kayonza District","Health Center","Agree","-2.0141 30.7023"
"Ndengera CLIN","1406","1/1/1900","Rubavu","Gisenyi Sub District","Rubavu District","West","Rubavu District","Medical Clinic","Private",""
"Ndera HP","1796","1/1/2017","Ndera","Kibagabaga Sub District","Gasabo District","Kigali City","Gasabo District","Health Post","Public","-1.947065 30.173107"
"Ndera Poste secondaire","1797","1/1/2017","Ndera","Kibagabaga Sub District","Gasabo District","Kigali City","Gasabo District","Health Post level 2","Public","-1.947065 30.173107"
"Ndongozi CS","1278","12/29/2012","Cyeru","Butaro Sub District","Burera District","North","Burera District","Health Center","Agree",""
"Nduba CS","551","1/1/2011","Nduba","Kibagabaga Sub District","Gasabo District","Kigali City","Gasabo District","Health Center","Public",""
"Nemba CS","296","1/1/2011","Nemba","Nemba Sub District","Gakenke District","North","Gakenke District","Health Center","Public","-1.638 29.7865"
"Nemba DH","297","1/1/2011","Nemba","Nemba Sub District","Gakenke District","North","Gakenke District","District Hospital","Public","-1.6377 29.7867"
"Nemba Poste secondaire","1777","1/1/2017","Nemba","Nemba Sub District","Gakenke District","North","Gakenke District","Health Post level 2","Public","-1.63343 29.7845"
"Neza (Kinyinya) DISP","1604","1/1/1970","Kinyinya","Kibagabaga Sub District","Gasabo District","Kigali City","Gasabo District","Dispensary","Private",""
"Ngange CS","573","1/1/2011","Karambi","Kibogora Sub District","Nyamasheke District","West","Nyamasheke District","Health Center","Agree","-2.29892 29.25763"
"Nganzo CS","1650","12/3/2015","Gakenke","Nemba Sub District","Gakenke District","North","Gakenke District","Health Center","",""
"Ngara CS","108","1/1/2011","Mbazi (Nyamagabe District)","Kigeme Sub District","Nyamagabe District","South","Nyamagabe District","Health Center","Public","-2.387 29.6042"
"Ngara PS","1512","1/1/1900","Bumbogo","Kibagabaga Sub District","Gasabo District","Kigali City","Gasabo District","Health Post","Public",""
"Ngarama CS","397","1/1/2011","Ngarama","Ngarama Sub District","Gatsibo District","East","Gatsibo District","Health Center","Public","-1.546 30.2598"
"Ngarama DH","398","1/1/2011","Ngarama","Ngarama Sub District","Gatsibo District","East","Gatsibo District","District Hospital","Public","-1.546 30.2429"
"Ngaru HP","1935","1/1/2017","Nyarusange","Kabgayi Sub District","Muhanga District","South","Muhanga District","Health Post","Public","-2.116028 29.641025"
"Ngenda HP","1716","1/1/2017","Nyarugenge (Bugesera District)","Nyamata Sub District","Bugesera District","East","Bugesera District","Health Post","Private","-2.308903 30.002238"
"Ngera CS","1230","1/1/1900","Ngera","Munini Sub District","Nyaruguru District","South","Nyaruguru District","Health Center","Public","-2.71354 29.68663"
"Ngeruka CS","604","1/1/2011","Ngeruka","Nyamata Sub District","Bugesera District","East","Bugesera District","Health Center","Public","-2.334047 30.102574"
"Ngiryi HP","1798","1/1/2017","Jabana","Kibagabaga Sub District","Gasabo District","Kigali City","Gasabo District","Health Post","Public","-1.836507 30.071011"
"Ngoma (KABACUZI) HP","1936","1/1/2017","Kabacuzi","Kabgayi Sub District","Muhanga District","South","Muhanga District","Health Post","Public","-1.918981 29.773774"
"Ngoma (NYAMIYGA) HP","1873","1/1/2017","Nyamiyaga","Remera Rukoma Sub District","Kamonyi District","South","Kamonyi District","Health Post","Public","-2.07233 29.944735"
"Ngoma CS","591","1/1/2011","Ngoma","Munini Sub District","Nyaruguru District","South","Nyaruguru District","Health Center","Public","-2.74348 29.69699"
"Ngoma DP","1076","1/1/1900","Kibungo","Kibungo Sub District","Ngoma District","East","Ngoma District","District Pharmacy","Public","-2.166276 30.539748"
"Ngororero CLIN","1407","1/1/1900","NGORORERO","Muhororo Sub District","Ngororero District","West","Ngororero District","Medical Clinic","Private",""
"Ngororero DP","1085","1/1/1900","MUHORORO","Muhororo Sub District","Ngororero District","West","Ngororero District","District Pharmacy","Public","-1.850957 29.633397"
"Niboye Poste secondaire","1906","1/1/2017","Niboye","Masaka Sub District","Kicukiro District","Kigali City","Kicukiro District","Health Post level 2","Public","-1.9712 30.11335"
"nimerimwe PS","1562","1/9/2015","RUKOMO","Nyagatare Sub District","Nyagatare District","East","Nyagatare District","Health Post","Public",""
"Niwawe DISP","1619","1/1/1970","Kabarondo","Rwinkwavu Sub District","Kayonza District","East","Kayonza District","Dispensary","Private",""
"Niyomizero DISP","1302","10/24/2012","Kigali","Muhima Sub District","Nyarugenge District","Kigali City","Nyarugenge District","Dispensary","Private",""
"NKAKWA HP","2060","1/1/2017","Nyagisozi (Nyaruguru District)","Munini Sub District","Nyaruguru District","South","Nyaruguru District","Health Post","Public","-2.783561 29.615099"
"NKANDA HP","2061","1/1/2017","Busanze","Munini Sub District","Nyaruguru District","South","Nyaruguru District","Health Post","Public","-2.800585 29.509711"
"Nkanga Poste secondaire","1960","1/1/2017","Sake","Kibungo Sub District","Ngoma District","East","Ngoma District","Health Post level 2","Public","-2.21789 30.420362"
"Nkanka CS","247","1/1/2011","Nkanka","Gihundwe Sub District","Rusizi District","West","Rusizi District","Health Center","Agree","-2.4269 28.9289"
"Nkenke HP","1749","1/1/2017","Kinoni","Butaro Sub District","Burera District","North","Burera District","Health Post","Private","-1.455004 29.746201"
"Nkoma HP","1513","1/1/1900","TABAGWE","Nyagatare Sub District","Nyagatare District","East","Nyagatare District","Health Post","Public",""
"Nkombo CS","248","1/1/2011","Nkombo","Gihundwe Sub District","Rusizi District","West","Rusizi District","Health Center","Agree","-2.4054 28.8947"
"NKOMERO HP","2040","1/1/2017","Mukingo","Nyanza Sub District","Nyanza District","South","Nyanza District","Health Post","Public","-2.273446 29.699863"
"Nkoto PS","1616","1/1/1970","Rutare","Byumba Sub District","Gicumbi District","North","Gicumbi District","Health Post","",""
"Nkumba HP","1750","1/1/2017","Kinoni","Butaro Sub District","Burera District","North","Burera District","Health Post","Agree","-1.465485 29.718386"
"Nkungu CS","249","1/1/2011","Nkungu","Mibilizi Sub District","Rusizi District","West","Rusizi District","Health Center","Agree","-2.5425 29.0067"
"NKUNGU HP","2136","1/1/2017","Munyaga","Rwamagana Sub District","Rwamagana District","East","Rwamagana District","Health Post","Public","-2.047153 30.443473"
"Nsheke HP","1514","1/1/1900","NYAGATARE","Nyagatare Sub District","Nyagatare District","East","Nyagatare District","Health Post","Public",""
"NSHUTI HP","2049","1/1/2017","Kigali","Muhima Sub District","Nyarugenge District","Kigali City","Nyarugenge District","Health Post","Private","-1.943237 30.037844"
"Ntaganzwa CS","229","1/1/2011","MUHORORO","Muhororo Sub District","Ngororero District","West","Ngororero District","Health Center","Public","-1.899 29.6161"
"NTANGO HP","2021","1/1/2017","Nyabitekeri","Bushenge Sub District","Nyamasheke District","West","Nyamasheke District","Health Post","Public","-2.30773 29.030216"
"Ntarama CS","1101","1/1/1990","Ntarama","Nyamata Sub District","Bugesera District","East","Bugesera District","Health Center","Public","-2.108595 30.06538"
"Ntaruka (kinoni Burera) CS","329","1/1/2011","Kinoni","Butaro Sub District","Burera District","North","Burera District","Health Center","Public","-1.476 29.7479"
"Ntaruka (nasho Kirehe) CS","429","1/1/2011","Nasho","Kirehe Sub District","Kirehe District","East","Kirehe District","Health Center","Public","-2.1443 30.6907"
"Nteko HP","1874","1/1/2017","Mugina","Remera Rukoma Sub District","Kamonyi District","South","Kamonyi District","Health Post","Agree","-2.090473 29.976528"
"Ntobwe  CS","230","1/1/2011","NDARO","Muhororo Sub District","Ngororero District","West","Ngororero District","Health Center","Public","-1.97648 29.6018"
"Ntoma CS","376","1/1/2011","MUSHERI","Nyagatare Sub District","Nyagatare District","East","Nyagatare District","Health Center","Public","-1.1368 30.3899"
"Ntovi HP","1961","1/1/2017","Rukumberi","Kibungo Sub District","Ngoma District","East","Ngoma District","Health Post","Public","-2.158513 30.299359"
"NTUNGA HP","2137","1/1/2017","Mwulire","Rwamagana Sub District","Rwamagana District","East","Rwamagana District","Health Post","Public","-1.953378 30.363622"
"NTURA HP","2115","1/1/2017","Giheke","Gihundwe Sub District","Rusizi District","West","Rusizi District","Health Post","Public","-2.449695 28.961834"
"Nturo HP","1949","1/1/2017","Rwaza","Ruhengeri Sub District","Musanze District","North","Musanze District","Health Post","Public","-1.559295 29.659056"
"Ntyazo CS","45","1/1/2011","Ntyazo","Nyanza Sub District","Nyanza District","South","Nyanza District","Health Center","Public","-2.428 29.8854"
"Numerimwe HP","1515","1/1/1900","Rukomo","Byumba Sub District","Gicumbi District","North","Gicumbi District","Health Post","Public",""
"NUR DISP","1311","1/1/1900","Ngoma (Huye District)","Kabutare Sub District","Huye District","South","Huye District","Dispensary","Private","-2.616287 29.743473"
"Nyabagendwa HP","1718","1/1/2017","Ririma","Nyamata Sub District","Bugesera District","East","Bugesera District","Health Post","Private","-2.193453 30.198126"
"Nyabicwamba HP","1807","1/1/2017","Gatsibo","Ngarama Sub District","Gatsibo District","East","Gatsibo District","Health Post","Public","-1.593696 30.270282"
"Nyabigoma HP","1950","1/1/2017","Kinigi","Ruhengeri Sub District","Musanze District","North","Musanze District","Health Post","Public","-1.426373 29.546026"
"Nyabihu DP","1097","1/1/1900","Rurembo","Shyira Sub District","Nyabihu District","West","Nyabihu District","District Pharmacy","Public","-1.590923 29.521943"
"Nyabikenke CS","136","1/1/2011","Kiyumba","Kabgayi Sub District","Muhanga District","South","Muhanga District","Health Center","Public","-1.882 29.7698"
"Nyabikenke HP","1799","1/1/2017","Bumbogo","Kibagabaga Sub District","Gasabo District","Kigali City","Gasabo District","Health Post","Agree","-1.896971 30.16015"
"Nyabikiri HP","2144","11/1/2017","Kabarore","Kiziguro Sub District","Gatsibo District","East","Gatsibo District","Health Post","Public",""
"Nyabimata CS","75","1/1/2011","Nyabimata","Munini Sub District","Nyaruguru District","South","Nyaruguru District","Health Center","Public","-2.6895 29.4444"
"Nyabinoni CS","137","1/1/2011","Nyabinoni","Kabgayi Sub District","Muhanga District","South","Muhanga District","Health Center","Public","-1.773 29.6833"
"NYABINYENGA HP","2041","1/1/2017","Cyabakamyi","Nyanza Sub District","Nyanza District","South","Nyanza District","Health Post","Public","-2.3122 29.67945"
"Nyabirasi CS","193","1/1/2011","Nyabirasi","Murunda Sub District","Rutsiro District","West","Rutsiro District","Health Center","Public","-1.7619 29.3494"
"Nyabisindu PS","611","1/1/2011","Kiramuruzi","Kiziguro Sub District","Gatsibo District","East","Gatsibo District","Health Post","Public",""
"Nyabitare (kirehe) CS","430","1/1/2011","Nyarubuye","Kirehe Sub District","Kirehe District","East","Kirehe District","Health Center","Public","-2.213425 30.795079"
"Nyabitekeri HP","1516","1/1/1900","TABAGWE","Nyagatare Sub District","Nyagatare District","East","Nyagatare District","Health Post","Public",""
"Nyabitimbo CS","250","1/1/2011","Butare","Mibilizi Sub District","Rusizi District","West","Rusizi District","Health Center","Agree","-2.560109 29.069898"
