name,id,long_name,contact_person,phone_number,alt_phone_number,catchment_population,point_x,point_y,parent_location_id,parent_location_name,location_type_name,location_ownership_name,infrastructure_ids,infrastructure_names,service_ids,service_names,facility_type
Orumana Clinic,10352,,,,,,-18.2566,13.8945,10612,Opuwo District,Facility,Public_MoHSS,"5,6","Electricity,Running Water","1,2,36,39,41","HIV Testing Services,General Clinical Service,Anti Retroviral Therapy IMAI Site,Family Planning Services,Tuberculosis Services",Clinic
Opuwo District Hospital,10351,,,,,,-18.0558,13.841669,10612,Opuwo District,Facility,Public_MoHSS,"2,4,5,6","Beds,Mortuary,Electricity,Running Water","4,1,2,37,39,41","Anti Retroviral Therapy Main Site,HIV Testing Services,General Clinical Service,Laboratory Services,Family Planning Services,Tuberculosis Services",Hospital
Opuwo District Health Office,12017,,,,,,-18.0558,13.841669,10612,Opuwo District,Facility,Public_MoHSS,,,,,District Health Office
Opuwo Clinic,10350,,,,,,-18.0564,13.841226,10612,Opuwo District,Facility,Public_MoHSS,"5,6","Electricity,Running Water","1,2,39,41","HIV Testing Services,General Clinical Service,Family Planning Services,Tuberculosis Services",Clinic
Onjuva Clinic,12240,,,,,,,,10612,Opuwo District,Facility,Public_MoHSS,,,,,Clinic
Ongongo Clinic,10349,,,,,,-18.0707,13.39468,10612,Opuwo District,Facility,Public_MoHSS,"5,6","Electricity,Running Water","1,2,39,41","HIV Testing Services,General Clinical Service,Family Planning Services,Tuberculosis Services",Clinic
Ombombo Clinic,10629,,,,,,-18.6817,13.93694,10612,Opuwo District,Facility,Private,,,,,Clinic
Okangwati Health Centre,10348,,,,,,-17.4339,13.27349,10612,Opuwo District,Facility,Public_MoHSS,"4,5,6","Mortuary,Electricity,Running Water","1,2,36,39,41","HIV Testing Services,General Clinical Service,Anti Retroviral Therapy IMAI Site,Family Planning Services,Tuberculosis Services",Health Centre
Ohandungu Clinic,10347,,,,,,-17.767,13.6404,10612,Opuwo District,Facility,Public_MoHSS,"5,6","Electricity,Running Water","2,39,41","General Clinical Service,Family Planning Services,Tuberculosis Services",Clinic
Kunene Regional Health Office,11974,,,,,,-18.0558,13.841669,10612,Opuwo District,Facility,Public_MoHSS,,,,,Regional Health Office
Kunene Mobile Van,12213,,,,,,,,10612,Opuwo District,Facility,Public_MoHSS,"5,6","Electricity,Running Water",1,HIV Testing Services,Mobile Van
Etoto Clinic,10341,,,,,,-17.6243,14.11459,10612,Opuwo District,Facility,Public_MoHSS,"5,6","Electricity,Running Water","1,2,39,40,41","HIV Testing Services,General Clinical Service,Family Planning Services,Anti Retroviral Therapy Outreach Site,Tuberculosis Services",Clinic
Etanga Clinic,10340,,,,,,-17.8677,13.02564,10612,Opuwo District,Facility,Public_MoHSS,"5,6","Electricity,Running Water","1,2,39,40,41","HIV Testing Services,General Clinical Service,Family Planning Services,Anti Retroviral Therapy Outreach Site,Tuberculosis Services",Clinic
Epupa Clinic,10338,,,,,,-17.0011,13.25286,10612,Opuwo District,Facility,Public_MoHSS,"5,6","Electricity,Running Water","1,2,39,40,41","HIV Testing Services,General Clinical Service,Family Planning Services,Anti Retroviral Therapy Outreach Site,Tuberculosis Services",Clinic
Terrace Bay Clinic,10363,,,,,,-19.9908,13.03748,10600,Khorixas District,Facility,Public_MoHSS,"5,6","Electricity,Running Water","1,2,39,41","HIV Testing Services,General Clinical Service,Family Planning Services,Tuberculosis Services",Clinic
Khorixas Private Clinic,10562,,,,,,0,0,10600,Khorixas District,Facility,Private,,,,,Clinic
Khorixas District Hospital,10345,,,,,,-20.3786,14.968835,10600,Khorixas District,Facility,Public_MoHSS,"2,4,5,6","Beds,Mortuary,Electricity,Running Water","4,1,2,37,39,41","Anti Retroviral Therapy Main Site,HIV Testing Services,General Clinical Service,Laboratory Services,Family Planning Services,Tuberculosis Services",Hospital
Khorixas District Health Office,12005,,,,,,-20.3786,14.968835,10600,Khorixas District,Facility,Public_MoHSS,,,,,District Health Office
Khorixas Clinic,10344,,,,,,-20.3789,14.969082,10600,Khorixas District,Facility,Public_MoHSS,"5,6","Electricity,Running Water","1,2,39,41","HIV Testing Services,General Clinical Service,Family Planning Services,Tuberculosis Services",Clinic
Fransfontein Clinic,10342,,,,,,-20.2142,15.01239,10600,Khorixas District,Facility,Public_MoHSS,"5,6","Electricity,Running Water","1,2,36,38,41","HIV Testing Services,General Clinical Service,Anti Retroviral Therapy IMAI Site,Ante Natal Clinic Services,Tuberculosis Services",Clinic
Erwee Clinic,10339,,,,,,-19.6875,14.3142,10600,Khorixas District,Facility,Public_MoHSS,"4,5,6","Mortuary,Electricity,Running Water","1,2,39,40,41","HIV Testing Services,General Clinical Service,Family Planning Services,Anti Retroviral Therapy Outreach Site,Tuberculosis Services",Clinic
Bergsig Clinic,10337,,,,,,-20.2174,14.07119,10600,Khorixas District,Facility,Public_MoHSS,"5,6","Electricity,Running Water","1,2,39,41","HIV Testing Services,General Clinical Service,Family Planning Services,Tuberculosis Services",Clinic
Anker Clinic,10336,,,,,,-19.7983,14.54507,10600,Khorixas District,Facility,Public_MoHSS,"5,6","Electricity,Running Water","1,2,36,39,41","HIV Testing Services,General Clinical Service,Anti Retroviral Therapy IMAI Site,Family Planning Services,Tuberculosis Services",Clinic
Anichab Clinic,10335,,,,,,-20.9513,14.83611,10600,Khorixas District,Facility,Public_MoHSS,"5,6","Electricity,Running Water","1,2,36,39,41","HIV Testing Services,General Clinical Service,Anti Retroviral Therapy IMAI Site,Family Planning Services,Tuberculosis Services",Clinic
Windhoek NAPPA Clinic,10316,,,,,,-22.5105,17.05413,10625,Windhoek District,Facility,Private,"5,6,9,10,13,16,17,18,20","Electricity,Running Water,Toilets,Internet,Computers,Enrolled Nurses,Registered Nurses,Health Assistants,Administrative Officers","1,2,4,32,37,38,39,41","HIV Testing Services,General Clinical Service,Anti Retroviral Therapy Main Site,Sexual Transmitted Infections,Laboratory Services,Ante Natal Clinic Services,Family Planning Services,Tuberculosis Services",Clinic
Windhoek Military Hospital,10334,,,,,,-22.5926,17.0883,10625,Windhoek District,Facility,MOD,,,"1,3,4,32,36,39,41,52,53","HIV Testing Services,Expanded Programme on Immunizations,Anti Retroviral Therapy Main Site,Sexual Transmitted Infections,Anti Retroviral Therapy IMAI Site,Family Planning Services,Tuberculosis Services,Option B+,DNA EID Testing",Hospital
Windhoek Medi Clinic Private Hospital,10314,,,,,,-22.5413,17.09075,10625,Windhoek District,Facility,Private,,,,,Hospital
Windhoek Hospitals Personnel Health Clinic,10561,,,,,,0,0,10625,Windhoek District,Facility,Public_MoHSS,,,,,Hospital
Windhoek District Health Office,12030,,,,,,-22.5538,17.07227,10625,Windhoek District,Facility,Public_MoHSS,,,,,District Health Office
Windhoek Central Prison,12188,,,,,,-22.541647,17.070184,10625,Windhoek District,Facility,Police,"5,6","Electricity,Running Water","1,2,3,4,32,39,41,52,53","HIV Testing Services,General Clinical Service,Expanded Programme on Immunizations,Anti Retroviral Therapy Main Site,Sexual Transmitted Infections,Family Planning Services,Tuberculosis Services,Option B+,DNA EID Testing",Prison
Windhoek Central Hospital,10333,,,,,,-22.5538,17.07227,10625,Windhoek District,Facility,Public_MoHSS,"2,4,5,6","Beds,Mortuary,Electricity,Running Water","4,1,2,3,8,16,31,32,33,36,37,39,41,45,46,48,50,52,53","Anti Retroviral Therapy Main Site,HIV Testing Services,General Clinical Service,Expanded Programme on Immunizations,Preventing Mother To Child Transmission Services,Special surgeries (Transplant,plastic surgery, neuro surgery etc.),Viral Load Testing,Sexual Transmitted Infections,General Dentistry,Anti Retroviral Therapy IMAI Site,Laboratory Services,Family Planning Services,Tuberculosis Services,Oncology,Radiology,Physiotherapy,Ophthamology & Eye Surgery,Option B+,DNA EID Testing",Hospital
Wanaheda Clinic,10332,,,,,,-22.5219,17.03535,10625,Windhoek District,Facility,Public_MoHSS,"5,6","Electricity,Running Water","1,2,3,4,32,36,39,41,52,53","HIV Testing Services,General Clinical Service,Expanded Programme on Immunizations,Anti Retroviral Therapy Main Site,Sexual Transmitted Infections,Anti Retroviral Therapy IMAI Site,Family Planning Services,Tuberculosis Services,Option B+,DNA EID Testing",Clinic
Van Eck Power Station Clinic,10331,,,,,,-22.5127,17.07937,10625,Windhoek District,Facility,Private,,,,,Clinic
UNAM Primary Health Care Clinic,10330,,,,,,-22.6133,17.05845,10625,Windhoek District,Facility,Private,,,,,Clinic
Swamed Clinic,10329,,,,,,-22.5624,17.08213,10625,Windhoek District,Facility,Private,,,,,Clinic
Standard Bank Namibia - Medical Centre,10328,,,,,,-22.5671,17.08488,10625,Windhoek District,Facility,Private,,,,,0
Southern Clinic,10327,,,,,,-22.5814,17.07789,10625,Windhoek District,Facility,Private,,,,,Clinic
Roman Catholic Hospital,10326,,,,,,-22.5646,17.08281,10625,Windhoek District,Facility,Faith Based Organisation,,,,,Hospital
Robert Mugabe Clinic,10325,,,,,,-22.5618,17.08564,10625,Windhoek District,Facility,Public_MoHSS,20,Administrative Officers,"1,2,3,4,41,52,53,8,31,32,36,38,39","HIV Testing Services,General Clinical Service,Expanded Programme on Immunizations,Anti Retroviral Therapy Main Site,Tuberculosis Services,Option B+,DNA EID Testing,Preventing Mother To Child Transmission Services,Viral Load Testing,Sexual Transmitted Infections,Anti Retroviral Therapy IMAI Site,Ante Natal Clinic Services,Family Planning Services",Clinic
Rhino Park Primary Health Care Clinic,10324,,,,,,-22.5468,17.07513,10625,Windhoek District,Facility,Private,,,,,Clinic
Polytechnic of Namibia Health Services,10323,,,,,,-22.5651,17.07671,10625,Windhoek District,Facility,Private,,,,,0
Patric Iyambo Police,10322,,,,,,-22.615,17.09357,10625,Windhoek District,Facility,Police,"5,6","Electricity,Running Water","1,2,3,32,36,39,41,52,53","HIV Testing Services,General Clinical Service,Expanded Programme on Immunizations,Sexual Transmitted Infections,Anti Retroviral Therapy IMAI Site,Family Planning Services,Tuberculosis Services,Option B+,DNA EID Testing",0
PathCare Labs,10636,,,,,,-22.551252,17.088986,10625,Windhoek District,Facility,Private,,,,,0
Park Primary Health Clinic,10321,,,,,,-22.5585,17.05324,10625,Windhoek District,Facility,Private,,,,,Clinic
Paramount Health-Care Clinic,10320,,,,,,-22.5442,17.08597,10625,Windhoek District,Facility,Private,,,,,Clinic
Otjomuise Clinic,10319,,,,,,-22.5577,17.0174,10625,Windhoek District,Facility,Public_MoHSS,"5,6","Electricity,Running Water","1,2,3,4,8,31,36,41","HIV Testing Services,General Clinical Service,Expanded Programme on Immunizations,Anti Retroviral Therapy Main Site,Preventing Mother To Child Transmission Services,Viral Load Testing,Anti Retroviral Therapy IMAI Site,Tuberculosis Services",Clinic
Ombili Clinic,12242,,,,,,,,10625,Windhoek District,Facility,Public_MoHSS,,,,,Clinic
Okuryangava Clinic,10318,,,,,,-22.5105,17.0523,10625,Windhoek District,Facility,Public_MoHSS,"5,6","Electricity,Running Water","4,1,3,36,41","Anti Retroviral Therapy Main Site,HIV Testing Services,Expanded Programme on Immunizations,Anti Retroviral Therapy IMAI Site,Tuberculosis Services",Clinic
Natural Health Clinic,10317,,,,,,-22.5677,17.08275,10625,Windhoek District,Facility,Private,,,,,Clinic
Merromed Clinic,10315,,,,,,-22.512,17.06254,10625,Windhoek District,Facility,Private,,,,,Clinic
Maxuilili Clinic,12214,,,,,,,,10625,Windhoek District,Facility,Private,"5,6","Electricity,Running Water","1,2,3,4,36,39,41,52,53","HIV Testing Services,General Clinical Service,Expanded Programme on Immunizations,Anti Retroviral Therapy Main Site,Anti Retroviral Therapy IMAI Site,Family Planning Services,Tuberculosis Services,Option B+,DNA EID Testing",Clinic
Khomasdal Health Centre,10313,,,,,,-22.5421,17.05748,10625,Windhoek District,Facility,Public_MoHSS,"5,6","Electricity,Running Water","4,1,3,31,32,36,39,41,52,53","Anti Retroviral Therapy Main Site,HIV Testing Services,Expanded Programme on Immunizations,Viral Load Testing,Sexual Transmitted Infections,Anti Retroviral Therapy IMAI Site,Family Planning Services,Tuberculosis Services,Option B+,DNA EID Testing",Health Centre
Khomas Regional Health Office,11973,,,,,,-22.5538,17.07227,10625,Windhoek District,Facility,Public_MoHSS,,,,,Regional Health Office
Khomas Medical Center,10312,,,,,,-22.549,17.05979,10625,Windhoek District,Facility,Private,,,,,0
Katutura Paediatric Clinic,12217,,,,,,-22.53405,17.06481,10625,Windhoek District,Facility,Public_MoHSS,"5,6","Electricity,Running Water","1,2,3,4,8,31,36,39,40,41,52,53","HIV Testing Services,General Clinical Service,Expanded Programme on Immunizations,Anti Retroviral Therapy Main Site,Preventing Mother To Child Transmission Services,Viral Load Testing,Anti Retroviral Therapy IMAI Site,Family Planning Services,Anti Retroviral Therapy Outreach Site,Tuberculosis Services,Option B+,DNA EID Testing",Clinic
Katutura Intermediate Hospital,10310,,,,,,-22.534,17.06481,10625,Windhoek District,Facility,Public_MoHSS,2,Beds,4,Anti Retroviral Therapy Main Site,Hospital
Katutura Health Centre,10309,,,,,,-22.5226,17.05196,10625,Windhoek District,Facility,Public_MoHSS,"5,6","Electricity,Running Water","4,1,3,31,32,37,39,41,52,53","Anti Retroviral Therapy Main Site,HIV Testing Services,Expanded Programme on Immunizations,Viral Load Testing,Sexual Transmitted Infections,Laboratory Services,Family Planning Services,Tuberculosis Services,Option B+,DNA EID Testing",Health Centre
Highland Primary Clinic,10308,,,,,,-22.5309,17.07573,10625,Windhoek District,Facility,Private,,,,,Clinic
Health 4 You Primary Clinic,10307,,,,,,-22.5665,17.07975,10625,Windhoek District,Facility,Private,,,,,Clinic
Hakahana Clinic,10306,,,,,,-22.5086,17.03262,10625,Windhoek District,Facility,Public_MoHSS,"5,6","Electricity,Running Water","1,2,3,32,39,41","HIV Testing Services,General Clinical Service,Expanded Programme on Immunizations,Sexual Transmitted Infections,Family Planning Services,Tuberculosis Services",Clinic
Groot Aub Clinic,10305,,,,,,-22.9443,17.20197,10625,Windhoek District,Facility,Public_MoHSS,,,1,HIV Testing Services,Clinic
Family-Community Health Services,10560,,,,,,0,0,10625,Windhoek District,Facility,Unsure ,,,,,0
Dr. Jia Fan (T.C.M.) Clinic,10304,,,,,,-22.5664,17.07998,10625,Windhoek District,Facility,Private,,,,,Clinic
Dordabis Clinic,10303,,,,,,-22.9487,17.66269,10625,Windhoek District,Facility,Public_MoHSS,"5,6","Electricity,Running Water","1,40","HIV Testing Services,Anti Retroviral Therapy Outreach Site",Clinic
Donkerhoek Clinic,10302,,,,,,-22.5184,17.06301,10625,Windhoek District,Facility,Public_MoHSS,,,"1,2,3,4,39,41","HIV Testing Services,General Clinical Service,Expanded Programme on Immunizations,Anti Retroviral Therapy Main Site,Family Planning Services,Tuberculosis Services",Clinic
Council of Churches in Namibia New Start Cent,10300,,,,,,-22.527,17.04396,10625,Windhoek District,Facility,NGO,,,,,0
Central Clinic,10301,,,,,,-22.5537,17.07672,10625,Windhoek District,Facility,Private,,,,,Clinic
Central Business District New Start Centre,10299,,,,,,-22.5637,17.0869,10625,Windhoek District,Facility,NGO,,,,,0
Bethesda Medical Centre,10297,,,,,,-22.5206,17.04594,10625,Windhoek District,Facility,Private,,,,,0
Bernard North Camp New Start Centre,10298,,,,,,-22.5282,17.06047,10625,Windhoek District,Facility,NGO,,,,,0
Baumgartsbrunn Clinic,10296,,,,,,-22.6095,16.78288,10625,Windhoek District,Facility,Public_MoHSS,,,,,Clinic
Anne's Baby Clinic,10295,,,,,,-22.5726,17.10216,10625,Windhoek District,Facility,Private,,,,,Clinic
African TCM Clinic,10294,,,,,,-22.5678,17.07418,10625,Windhoek District,Facility,Private,,,,,Clinic
Yinsu Clinic,10293,,,,,2991,-17.8035,18.579659,11967,Nkurenkuru District,Facility,Public_MoHSS,7,Health Extension Workers,,,Clinic
Tondoro Health Centre,10292,,,,,5851,-17.769,18.790603,11967,Nkurenkuru District,Facility,Public_MoHSS,2,Beds,1,HIV Testing Services,Health Centre
Sikarosompo Clinic,10290,,,,,3186,-17.8918,18.515369,11967,Nkurenkuru District,Facility,Public_MoHSS,7,Health Extension Workers,,,Clinic
Rupara Health Centre,10283,,,,,9752,-17.8366,19.084458,11967,Nkurenkuru District,Facility,Public_MoHSS,"2,7","Beds,Health Extension Workers",1,HIV Testing Services,Health Centre
Nzinze Clinic,10278,,,,,7151,-17.8211,18.902561,11967,Nkurenkuru District,Facility,Public_MoHSS,7,Health Extension Workers,1,HIV Testing Services,Clinic
Nkurenkuru Health Centre,10275,,,,,8452,-17.6282,18.615128,11967,Nkurenkuru District,Facility,Faith Based Organisation,"2,4,7","Beds,Mortuary,Health Extension Workers","4,1","Anti Retroviral Therapy Main Site,HIV Testing Services",Health Centre
Nkurenkuru District Health Office,12035,,,,,,-17.74,18.733309,11967,Nkurenkuru District,Facility,Public_MoHSS,,,,,District Health Office
Nepara Clinic,10273,,,,,6501,-17.7959,18.42537,11967,Nkurenkuru District,Facility,Public_MoHSS,7,Health Extension Workers,1,HIV Testing Services,Clinic
Nankudu District Hospital,10268,,,,,,-17.74,18.733309,11967,Nkurenkuru District,Facility,Faith Based Organisation,"2,4","Beds,Mortuary","4,1","Anti Retroviral Therapy Main Site,HIV Testing Services",Hospital
